DateTime,AddedIPs,RemovedIPs
1613607724,4,0
1613608273,61,27
1613608381,1,0
1613609524,13,0
1613610123,1,0
1613611323,2,0
1613611874,54,23
1613611981,1,0
1613612524,3,2
1613613724,7,1
1613614924,6,0
1613615466,32,40
1613615581,1,0
1613617324,8,0
1613617924,3,0
1613618523,1,0
1613619724,1,0
1613620324,40,47
1613622124,12,1
1613622781,1,0
1613623325,3,0
1613623924,2,0
1613624524,80,72
1613625724,3,0
1613626275,57,50
1613626381,1,0
1613626924,3,0
1613629324,8,0
1613629981,46,42
1613630524,2,0
1613631124,1,0
1613631724,44,46
1613632924,2,0
1613633491,61,68
1613633582,3,0
1613634124,6,0
1613635324,4,0
1613636524,3,1
1613637182,34,30
1613637724,4,0
1613638323,1,0
1613638924,1,0
1613639524,3,0
1613640124,3,0
1613640684,29,19
1613641324,9,0
1613641924,4,0
1613643124,3,0
1613643724,1,0
1613644924,12,0
1613646159,31,33
1613647323,5,0
1613647981,20,24
1613648524,36,0
1613649123,3,0
1613649724,4,0
1613650924,6,0
1613651484,29,29
1613652124,1,0
1613653323,7,0
1613654549,4,0
1613655069,27,31
1613655724,4,0
1613656324,3,0
1613656924,1,0
1613658124,2,1
1613658700,34,39
1613659324,2,0
1613660524,1,0
1613661124,7,0
1613661724,20,0
1613662324,29,31
1613662924,5,0
1613663523,2,0
1613664165,50,45
1613664723,5,0
1613665324,2,0
1613666524,2,0
1613667724,6,0
1613669478,29,25
1613670124,5,0
1613670724,1,0
1613671324,6,8
1613671924,6,0
1613673080,44,31
1613673724,11,0
1613674924,11,0
1613675523,3,0
1613676124,2,0
1613676781,4,0
1613677324,1,0
1613677924,1,0
1613678524,7,0
1613679124,8,0
1613679723,2,0
1613680271,46,49
1613680924,6,0
1613681524,3,0
1613682724,10,0
1613683324,2,0
1613683867,22,23
1613683981,1,0
1613684524,2,0
1613685724,5,0
1613686324,2,0
1613686923,1,0
1613687466,28,37
1613688123,1,0
1613688723,3,0
1613689323,1,1
1613689923,3,0
1613690524,7,0
1613691077,30,28
1613691724,1,0
1613692324,2,0
1613692924,3,0
1613693524,1,0
1613694724,68,24
1613695324,7,0
1613696524,3,0
1613697725,7,0
1613698924,1,0
1613699524,5,0
1613700157,46,35
1613700724,10,0
1613701324,2,0
1613701992,29,30
1613702523,13,0
1613703124,11,0
1613704324,1,0
1613704537,0,235
1613704924,3,0
1613705480,45,49
1613706124,2,0
1613706724,3,0
1613707324,5,0
1613707924,3,0
1613708524,1,0
1613709086,63,66
1613709724,1,0
1613710324,1,0
1613710924,2,0
1613712124,10,0
1613712782,33,0
1613713324,28,0
1613713924,4,0
1613714553,45,50
1613715724,1,0
1613716381,41,47
1613716924,1,0
1613718123,4,0
1613719324,5,0
1613719981,34,36
1613720524,3,0
1613721724,7,0
1613722323,1,0
1613722924,3,0
1613723582,40,32
1613724124,1,0
1613725325,1,0
1613725924,4,0
1613726524,6,0
1613727102,29,31
1613727181,1,0
1613727724,4,0
1613728924,5,0
1613730124,5,0
1613730685,30,29
1613731324,1,0
1613731924,1,0
1613732524,8,0
1613733124,1,0
1613733724,7,0
1613734265,25,45
1613734923,3,0
1613737324,2,0
1613737868,41,31
1613739124,4,0
1613739724,1,0
1613740324,2,0
1613740924,2,0
1613741476,34,19
1613743324,2,0
1613743924,5,1
1613745125,31,34
1613745182,1,0
1613745724,1,0
1613746324,1,0
1613748724,25,34
1613749923,1,0
1613750524,2,0
1613751124,9,0
1613751724,2,0
1613752275,37,39
1613752613,0,72
1613752924,10,0
1613753524,1,0
1613754123,2,0
1613754724,1,0
1613755324,1,0
1613755981,5,0
1613756524,3,0
1613757753,35,36
1613758324,2,0
1613758924,2,0
1613759581,1,0
1613760124,1,0
1613761323,48,31
1613762523,3,0
1613763074,25,28
1613763724,3,1
1613764923,5,0
1613766124,65,0
1613766724,17,0
1613767324,41,0
1613768524,30,31
