DateTime,AddedIPs,RemovedIPs
1610380834,19,0
1610381132,8,0
1610381429,9,0
1610381732,11,0
1610382030,9,0
1610382330,4,0
1610382637,9,0
1610382929,6,0
1610383230,6,0
1610383535,12,0
1610383836,11,0
1610384128,16,0
1610384434,23,0
1610384730,13,0
1610385032,9,0
1610385332,9,0
1610385631,10,0
1610385930,12,0
1610386233,17,1
1610386529,9,0
1610386830,11,0
1610387135,9,0
1610387431,13,0
1610387729,12,0
1610388034,16,0
1610388334,11,0
1610388631,13,0
1610388933,9,0
1610389231,10,0
1610389530,7,0
1610389833,10,0
1610390129,10,0
1610390430,15,0
1610390731,13,0
1610391035,10,0
1610391329,13,0
1610391635,9,0
1610391930,10,0
1610392231,13,0
1610392531,19,0
1610392829,17,0
1610393433,26,0
1610393729,12,0
1610394029,11,0
1610394336,9,0
1610394634,9,0
1610394929,16,0
1610395236,18,0
1610395532,12,0
1610395830,11,0
1610396132,7,0
1610396431,10,0
1610396729,12,0
1610397033,18,0
1610397330,18,0
1610397632,12,0
1610397936,5,0
1610398233,8,0
1610398529,10,0
1610398834,7,0
1610399132,16,0
1610399429,11,0
1610399731,14,0
1610400029,13,0
1610400632,16,0
1610400930,9,0
1610401231,9,0
1610401534,12,0
1610401829,12,0
1610402129,12,0
1610402434,9,0
1610402731,11,0
1610403030,8,0
1610403332,16,0
1610403629,10,0
1610403930,17,0
1610404232,17,0
1610404529,13,1
1610404831,16,0
1610405137,10,0
1610405431,12,0
1610405729,15,0
1610406039,22,0
1610406334,14,0
1610406631,17,0
1610406932,8,0
1610407231,19,0
1610407834,27,0
1610408129,20,0
1610408432,15,0
1610408733,18,0
1610409033,12,0
1610409328,18,0
1610409634,9,0
1610410229,22,0
1610410531,14,0
1610410831,14,0
1610411129,11,0
1610411431,9,0
1610411728,12,0
1610412029,6,0
1610412336,7,0
1610412630,11,0
1610412928,12,0
1610413235,9,0
1610413532,9,0
1610413829,6,0
1610414131,16,0
1610414429,8,0
1610415030,26,0
1610415329,5,0
1610415629,9,0
1610415931,6,0
1610416230,8,0
1610416529,4,0
1610416832,10,0
1610417132,5,0
1610417428,9,0
1610417733,8,0
1610418029,7,0
1610418329,9,0
1610418630,9,0
1610418929,7,0
1610419230,9,0
1610419534,8,0
1610419830,9,0
1610420129,5,0
1610420434,11,0
1610420732,6,0
1610421029,7,0
1610421330,9,0
1610421630,7,0
1610421929,5,0
1610422232,10,0
1610422528,4,0
1610422830,4,0
1610423130,6,0
1610423434,9,0
1610423729,7,0
1610424035,7,0
1610424332,6,0
1610424630,9,0
1610424930,9,0
1610425230,4,0
1610425530,10,0
1610425834,12,0
1610426128,8,0
1610426428,14,0
1610426735,9,0
1610427030,7,0
1610427329,7,0
1610427632,4,0
1610427931,10,0
1610428230,7,0
1610428533,7,0
1610428829,6,0
1610429130,7,0
1610429434,6,0
1610429730,5,0
1610430030,9,0
1610430334,10,0
1610430632,6,0
1610430929,9,0
1610431236,5,0
1610431534,5,0
1610431829,8,0
1610432130,8,0
1610432429,6,0
1610433033,16,0
1610433328,5,0
1610433629,5,0
1610433935,5,0
1610434232,6,0
1610434529,9,0
1610434835,2,0
1610435134,4,0
1610435429,8,0
1610435733,3,0
1610436030,5,0
1610436329,9,0
1610436632,6,0
1610437229,13,0
1610437534,7,0
1610437830,10,0
1610438129,7,0
1610438438,8,0
1610438734,10,0
1610439029,7,0
1610439333,7,0
1610439629,7,0
1610439930,9,0
1610440232,4,0
1610440529,6,0
1610440829,8,0
1610441135,7,0
1610441430,4,0
1610441729,6,0
1610442038,6,0
1610442334,6,0
1610442630,9,0
1610442934,7,0
1610443230,8,0
1610443530,8,0
1610443835,4,0
1610444129,6,0
1610444430,9,0
1610444732,6,0
1610445030,11,0
1610445330,6,0
1610445637,7,0
1610446229,16,0
1610446830,12,0
1610447130,10,0
1610447435,8,0
1610447728,7,0
1610448030,9,0
1610448332,7,0
1610448630,5,0
1610448930,5,0
1610449239,8,3
1610449530,8,0
1610449832,7,0
1610450136,5,0
1610450429,4,0
1610450730,4,0
1610451036,2,0
1610451630,1,0
1610477729,1,0
1610478333,1,0
1610478630,1,0
1610478934,1,0
1610481636,0,1
1610500829,1,0
1610532334,1,0
1610534431,2,0
1610536230,1,0
1610536829,1,0
1610538929,2,0
1610553634,2,0
1610559630,2,0
1610565630,1,0
1610566235,1,0
1610570430,1,0
1610576429,1,0
1610576730,1,0
1610618435,1,0
1610618732,5,0
1610620529,1,0
1610623229,1,0
1610624129,1,0
1610633430,1,0
1610637332,1,0
1610667933,1,0
1610673030,1,0
1610706330,1,0
1610707830,3,0
1610708734,1,0
1610710528,0,1
1610711136,1,0
1610713229,1,0
1610716535,0,1
1610810429,0,1
1610810729,1,0
1610811036,2,0
1610815229,1,0
1610816129,1,0
1610816437,1,0
1610816735,1,0
