DateTime,AddedIPs,RemovedIPs
1612191760,6,13
1612195357,16,13
1612198959,2,20
1612202406,4,11
1612206007,6,15
1612209624,4,20
1612213230,5,26
1612216804,9,16
1612220409,9,16
1612224031,7,18
1612227616,4,23
1612231218,4,19
1612234805,8,24
1612238406,9,13
1612242031,3,17
1612245631,6,3
1612249205,6,2
1612252805,2,5
1612256436,1,3
1612260004,4,2
1612263612,21,1
1612267205,3,0
1612270805,6,4
1612274408,5,4
1612278018,7,2
1612281607,8,7
1612285212,4,13
1612288806,1,4
1612292405,3,6
1612296008,1,4
1612299610,7,10
1612303218,6,22
1612306804,4,6
1612310410,8,31
1612314006,3,44
1612317608,5,30
1612321215,52,20
1612324830,38,28
1612328429,55,31
1612332033,42,22
1612335612,23,31
1612339206,14,25
1612342812,13,14
1612346437,15,27
1612350034,19,24
1612353615,27,16
1612357206,22,16
1612360810,21,24
1612364436,33,18
1612368011,26,24
1612371607,24,33
1612375214,20,18
1612378812,22,30
1612382413,39,31
1612386011,39,42
1612389629,43,30
1612393236,31,26
1612396806,37,40
1612400432,52,37
1612404006,47,39
1612407605,48,38
1612411233,62,28
1612414806,40,31
1612418436,16,22
1612422031,22,27
1612425636,19,27
1612429207,14,44
1612432829,11,17
1612436415,22,12
1612440014,30,23
1612443607,9,16
1612447229,18,12
1612450835,24,5
1612454433,34,4
1612458026,36,2
1612461607,43,3
1612465211,49,6
1612468809,42,7
1612472409,45,3
1612476032,39,1
1612479615,58,2
1612483227,55,1
1612486805,58,5
1612490433,63,4
1612494018,57,5
1612497612,69,9
1612501210,62,1
1612504813,58,5
1612508412,36,7
1612512005,40,1
1612515606,29,4
1612519206,38,6
1612522831,19,5
1612526416,25,6
1612530006,15,5
1612533607,25,9
1612537235,35,3
1612540821,35,10
1612544440,29,4
1612548006,43,4
1612551636,49,6
1612555211,57,1
1612558808,49,8
1612562412,41,20
1612566008,11,10
1612569606,3,26
1612573238,5,7
1612576813,3,4
1612580437,4,3
1612584037,3,4
1612587606,5,3
1612591223,5,3
1612594806,4,4
1612598436,8,8
1612602006,7,5
1612605639,4,6
1612609207,4,3
1612612826,4,2
1612616408,18,2
1612620021,5,3
1612623617,5,4
1612627225,3,3
1612630820,1,3
1612634407,5,5
1612638025,3,7
1612641606,3,9
1612645233,5,5
1612648835,5,9
1612652418,5,11
1612656027,3,6
1612659613,6,7
1612663230,9,11
1612666806,21,14
1612670415,24,12
1612674006,7,20
1612677609,7,3
1612681224,3,4
1612684807,10,1
1612688406,3,13
1612692015,5,16
1612695630,2,4
1612699230,10,6
1612702807,5,2
1612706413,11,4
1612710006,4,3
1612713608,4,9
1612717232,20,5
1612720807,7,5
1612724434,7,5
1612728006,8,4
1612731611,7,4
1612735239,4,4
1612738831,9,7
1612742428,8,2
1612746007,9,12
1612749613,3,8
1612753207,6,10
1612756835,4,6
1612760414,8,3
1612764010,4,7
1612767627,3,3
1612771214,8,2
1612774838,2,0
1612778440,2,1
1612782011,2,17
1612785607,8,6
1612789240,2,10
1612792808,0,21
1612796439,1,6
1612800016,1,14
1612803614,5,2
1612807236,5,5
1612810831,10,5
1612814415,3,3
1612818010,2,7
1612821612,3,10
1612825219,4,4
1612828821,1,9
1612832418,2,3
1612836028,2,5
1612839623,1,11
1612843236,2,11
1612846833,1,5
1612850431,1,5
1612854024,0,7
1612857620,1,3
1612861236,1,2
1612864839,0,3
1612868415,0,16
1612872020,2,5
1612875620,1,8
1612879227,0,7
1612882805,1,6
1612886423,0,7
1612890006,0,4
1612893630,0,3
1612897229,1,3
1612900807,1,1
1612904429,3,4
1612908028,1,5
1612911618,1,4
1612915229,3,9
1612918815,15,4
1612922408,1,4
1612926036,4,45
1612929607,4,32
1612933231,5,48
1612936807,2,38
1612940406,1,19
1612944029,0,16
1612947607,0,11
1612951239,3,15
1612954838,2,17
1612958413,3,22
1612962041,3,19
1612965607,1,21
1612969224,3,31
1612972828,5,22
1612976431,2,26
1612980006,3,22
1612983639,5,22
1612987225,2,35
1612990836,4,29
1612994420,9,47
1612998034,2,30
1613001622,7,37
1613005207,10,46
1613008822,5,41
1613012440,18,47
1613016016,3,71
1613019619,2,44
1613023233,3,17
1613026835,6,18
1613030438,4,20
1613034033,1,18
1613037627,13,9
1613041214,2,15
1613044835,3,21
1613048441,9,9
1613052012,4,14
1613055613,1,23
1613059206,6,34
1613062806,6,29
1613066437,2,42
1613070014,5,52
